"Background_t123"	"Background_t21"	"Alternate_t123"	"Alternate_t23"	"File"	"Windows"	"Stat"	"Stat.Mean"	"Stat.SD"	"Dpos"	"DposAlternate"	"DposOutlier"	"OutlierAlternate"	"OutlierAlternatePC"	"ModelType"
"0.4"	"0.2"	"0.6"	"0.4"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	4.31148488103732	29.6645161692206	5403	941	1000	528	52.8	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	16.3993546912215	15.4088100621247	5403	941	1000	610	61	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	14.1274238698982	12.4323466042376	5403	941	1000	634	63.4	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	8.95621957658042	7.81264262079057	5403	941	1000	589	58.9	"Ancestral structure"
"0.4"	"0.2"	"0.8"	"0.4"	"Alternate_t123-0.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	6.88494697420246	33.2750255327166	5462	1000	1000	802	80.2	"Ancestral structure"
"0.4"	"0.2"	"0.8"	"0.4"	"Alternate_t123-0.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	19.3779609762321	19.1659044727632	5462	1000	1000	827	82.7	"Ancestral structure"
"0.4"	"0.2"	"0.8"	"0.4"	"Alternate_t123-0.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	17.0303746906463	16.6645470232352	5462	1000	1000	856	85.6	"Ancestral structure"
"0.4"	"0.2"	"0.8"	"0.4"	"Alternate_t123-0.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	11.0497075383493	11.004744336981	5462	1000	1000	829	82.9	"Ancestral structure"
"0.4"	"0.2"	"1.0"	"0.4"	"Alternate_t123-1.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	8.20163447727947	35.5828405918741	5462	1000	1000	924	92.4	"Ancestral structure"
"0.4"	"0.2"	"1.0"	"0.4"	"Alternate_t123-1.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	21.3228403897821	22.0613040538114	5462	1000	1000	923	92.3	"Ancestral structure"
"0.4"	"0.2"	"1.0"	"0.4"	"Alternate_t123-1.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	18.9678091913402	19.8457132728204	5462	1000	1000	947	94.7	"Ancestral structure"
"0.4"	"0.2"	"1.0"	"0.4"	"Alternate_t123-1.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	12.688995881264	13.8069756480319	5462	1000	1000	935	93.5	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	8.85732301338748	36.8526230232355	5462	1000	1000	970	97	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	22.4068431116441	23.8002405654873	5462	1000	1000	955	95.5	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	20.1185499943848	21.8444571525398	5462	1000	1000	979	97.9	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	13.7510942637246	15.7098334978279	5462	1000	1000	979	97.9	"Ancestral structure"
"0.4"	"0.2"	"1.4"	"0.4"	"Alternate_t123-1.4_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	9.28756962216704	37.7451199774448	5462	1000	1000	989	98.9	"Ancestral structure"
