"Background_t123"	"Background_t21"	"Alternate_t123"	"Alternate_t23"	"File"	"Windows"	"Stat"	"Stat.Mean"	"Stat.SD"	"Dpos"	"DposAlternate"	"DposOutlier"	"OutlierAlternate"	"OutlierAlternatePC"	"ModelType"
"0.4"	"0.2"	"0.6"	"0.4"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	3.54541024826579	61.6305443430908	5245	759	999	275	27.5275275275275	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	16.8241651711725	17.1581887709571	5245	759	1000	303	30.3	"Ancestral structure"
"0.4"	"0.2"	"0.8"	"0.4"	"Alternate_t123-0.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	5.78645021221981	63.1168454126347	5352	867	1000	389	38.9	"Ancestral structure"
"0.4"	"0.2"	"0.8"	"0.4"	"Alternate_t123-0.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	18.3743822759193	18.6370658789358	5352	867	1000	413	41.3	"Ancestral structure"
"0.4"	"0.2"	"1"	"0.4"	"Alternate_t123-1_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	7.78105242232487	63.3634600539597	5471	923	1000	470	47	"Ancestral structure"
"0.4"	"0.2"	"1"	"0.4"	"Alternate_t123-1_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	20.0149349932426	19.7110995462611	5471	923	1000	534	53.4	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	9.17869736065428	63.8743559081817	5551	956	1000	493	49.3	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	20.7052816137831	20.7781979810093	5551	956	1000	595	59.5	"Ancestral structure"
"0.4"	"0.2"	"1.4"	"0.4"	"Alternate_t123-1.4_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	8.55518786252379	64.264175879158	5479	978	1000	539	53.9	"Ancestral structure"
"0.4"	"0.2"	"1.4"	"0.4"	"Alternate_t123-1.4_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	21.8768715701898	22.1201382122657	5479	978	1000	666	66.6	"Ancestral structure"
"0.4"	"0.2"	"1.6"	"0.4"	"Alternate_t123-1.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	9.1653348494438	64.187503636954	5477	981	1000	557	55.7	"Ancestral structure"
"0.4"	"0.2"	"1.6"	"0.4"	"Alternate_t123-1.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	22.5376317746175	22.8236746871235	5477	981	1000	696	69.6	"Ancestral structure"
"0.4"	"0.2"	"1.8"	"0.4"	"Alternate_t123-1.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	9.59139149791335	63.9807482481909	5549	986	1000	570	57	"Ancestral structure"
"0.4"	"0.2"	"1.8"	"0.4"	"Alternate_t123-1.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	22.7978927820256	23.5478933264871	5549	986	1000	752	75.2	"Ancestral structure"
"0.4"	"0.2"	"2"	"0.4"	"Alternate_t123-2_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"D"	9.99548255909794	64.3455150890142	5553	994	1000	576	57.6	"Ancestral structure"
"0.4"	"0.2"	"2"	"0.4"	"Alternate_t123-2_t23-0.4.Background_t123-0.4_t21-0.2.10000.csv"	10000	"mfD0"	23.3010788169566	24.2977829186435	5553	994	1000	768	76.8	"Ancestral structure"
"0.6"	"0.2"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.csv"	10000	"D"	4.00015349326577	64.2343189610444	5248	720	1000	257	25.7	"Ancestral structure"
"0.6"	"0.2"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.csv"	10000	"mfD0"	11.3781778090168	14.7607287818471	5248	720	1000	357	35.7	"Ancestral structure"
"0.6"	"0.2"	"1"	"0.6"	"Alternate_t123-1_t23-0.6.Background_t123-0.6_t21-0.2.10000.csv"	10000	"D"	4.9916960423861	65.1399554994513	5283	832	1000	328	32.8	"Ancestral structure"
"0.6"	"0.2"	"1"	"0.6"	"Alternate_t123-1_t23-0.6.Background_t123-0.6_t21-0.2.10000.csv"	10000	"mfD0"	12.5389890859714	15.9316522094464	5283	832	1000	481	48.1	"Ancestral structure"
"0.6"	"0.2"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.2.10000.csv"	10000	"D"	6.02929564454241	65.4941444671711	5352	912	1000	385	38.5	"Ancestral structure"
"0.6"	"0.2"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.2.10000.csv"	10000	"mfD0"	13.3235214660874	16.7458490482029	5352	912	1000	581	58.1	"Ancestral structure"
