"Background_t123"	"Background_t21"	"Alternate_t123"	"Alternate_t23"	"Variable"	"File"	"Windows"	"Model"	"Mean"	"SD"	"SE"	"t.mean.diff"	"t.p.two.tailed"	"t.p.background.higher"	"t.p.background.lower"	"w.mean.diff"	"w.p.two.tailed"	"w.p.background.higher"	"w.p.background.lower"	"ModelType"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"Real_Background"	0.0139337913580247	0.00642658052369743	9.58018060924243e-05	"-0.00722763086419753"	"3.11058208341781e-65"	"1"	"1.55529104170891e-65"	"-0.00657394135388712"	"9.44931130096907e-117"	"1"	"4.72465565048454e-117"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"Real_Outlier"	0.0211614222222222	0.00801423011553442	0.000358407266513219	"-0.00722763086419753"	"3.11058208341781e-65"	"1"	"1.55529104170891e-65"	"-0.00657394135388712"	"9.44931130096907e-117"	"1"	"4.72465565048454e-117"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"Real_Background"	0.0177332944444444	0.00704579255218507	0.00010503247401365	"-0.00348555555555556"	"1.98791307414039e-21"	"1"	"9.93956537070197e-22"	"-0.00322967359281058"	"1.11330099151153e-34"	"1"	"5.56650495755766e-35"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"Real_Outlier"	0.02121885	0.00753145708456632	0.000336817000214253	"-0.00348555555555556"	"1.98791307414039e-21"	"1"	"9.93956537070197e-22"	"-0.00322967359281058"	"1.11330099151153e-34"	"1"	"5.56650495755766e-35"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P2P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"Real_Background"	0.0176997160493827	0.00711525093493901	0.00010606789844995	"0.000633021604938274"	"0.0461214864521493"	"0.0230607432260746"	"0.976939256773925"	"0.000437523066726293"	"0.0725362851375905"	"0.0362681425687952"	"0.963734455433102"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P2P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"Real_Outlier"	0.0170666944444444	0.00667486985676011	0.000298509254813598	"0.000633021604938274"	"0.0461214864521493"	"0.0230607432260746"	"0.976939256773925"	"0.000437523066726293"	"0.0725362851375905"	"0.0362681425687952"	"0.963734455433102"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"D_Background"	0.014160249382716	0.0064845924712608	9.66665971474833e-05	"-0.00496305061728395"	"3.11926767095271e-29"	"1"	"1.55963383547635e-29"	"-0.00440871982692858"	"3.83160850407464e-45"	"1"	"1.91580425203732e-45"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"D_Outlier"	0.0191233	0.00907583309056313	0.000405883594858823	"-0.00496305061728395"	"3.11926767095271e-29"	"1"	"1.55963383547635e-29"	"-0.00440871982692858"	"3.83160850407464e-45"	"1"	"1.91580425203732e-45"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"D_Background"	0.0175623401234568	0.00668695445331056	9.96832314669824e-05	"-0.0051950987654321"	"6.25010948279959e-30"	"1"	"3.1250547413998e-30"	"-0.00432482277793673"	"2.33724963966034e-44"	"1"	"1.16862481983017e-44"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"D_Outlier"	0.0227574388888889	0.00936854422333255	0.000418974034671691	"-0.0051950987654321"	"6.25010948279959e-30"	"1"	"3.1250547413998e-30"	"-0.00432482277793673"	"2.33724963966034e-44"	"1"	"1.16862481983017e-44"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P2P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"D_Background"	0.0180029172839506	0.00712809680637552	0.000106259393395032	"0.00366503395061728"	"4.31285118596359e-37"	"2.1564255929818e-37"	"1"	"0.00310226679442362"	"3.49981634012825e-46"	"1.74990817006412e-46"	"1"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P2P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"D_Outlier"	0.0143378833333333	0.0055814115054638	0.00024960831073233	"0.00366503395061728"	"4.31285118596359e-37"	"2.1564255929818e-37"	"1"	"0.00310226679442362"	"3.49981634012825e-46"	"1.74990817006412e-46"	"1"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.5000.csv"	5000	"mfD0_Background"	0.0137291259259259	0.00600986083592264	8.95897157629115e-05	"-0.00927428518518519"	"2.89267038365053e-80"	"1"	"1.44633519182526e-80"	"-0.00823709560810996"	"2.91919236232414e-147"	"1"	"1.45959618116207e-147"	"Ancestral structure"
