"Background_t123"	"Background_t21"	"Alternate_t123"	"Alternate_t23"	"Variable"	"File"	"Windows"	"Model"	"Mean"	"SD"	"SE"	"t.mean.diff"	"t.p.two.tailed"	"t.p.background.higher"	"t.p.background.lower"	"w.mean.diff"	"w.p.two.tailed"	"w.p.background.higher"	"w.p.background.lower"	"ModelType"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"Real_Background"	0.0138044049382716	0.00220819086255851	2.32763754468557e-05	"-0.0078399061728395"	"0"	"1"	"0"	"-0.00780250940123296"	"0"	"1"	"0"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"Real_Outlier"	0.0216443111111111	0.00263062563334804	8.31876867260279e-05	"-0.0078399061728395"	"0"	"1"	"0"	"-0.00780250940123296"	"0"	"1"	"0"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"Real_Background"	0.0177302543209877	0.00249286922547373	2.62771488714561e-05	"-0.00391496790123457"	"2.60971751551001e-253"	"1"	"1.304858757755e-253"	"-0.00389495701980724"	"5.61176974796689e-307"	"1"	"2.80588487398344e-307"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"Real_Outlier"	0.0216452222222222	0.00268077813303508	8.47736480196473e-05	"-0.00391496790123457"	"2.60971751551001e-253"	"1"	"1.304858757755e-253"	"-0.00389495701980724"	"5.61176974796689e-307"	"1"	"2.80588487398344e-307"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P2P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"Real_Background"	0.0177275444444444	0.00248748085247445	2.62203504329219e-05	"-5.31388888888908e-05"	"0.522991322023266"	"0.738504338988367"	"0.261495661011633"	"-5.72221615954551e-05"	"0.488788221836203"	"0.75560951402133"	"0.244394110918102"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P2P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"Real_Outlier"	0.0177806833333333	0.00249592316701349	7.89280207254347e-05	"-5.31388888888908e-05"	"0.522991322023266"	"0.738504338988367"	"0.261495661011633"	"-5.72221615954551e-05"	"0.488788221836203"	"0.75560951402133"	"0.244394110918102"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D_Background"	0.014240800617284	0.00283320756087136	2.98646299212122e-05	"-0.00347594938271605"	"4.68493443465638e-92"	"1"	"2.34246721732819e-92"	"-0.00348349926342359"	"1.45484870787724e-101"	"1"	"7.27424353938621e-102"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P2_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D_Outlier"	0.01771675	0.00479838899718389	0.000151738383305924	"-0.00347594938271605"	"4.68493443465638e-92"	"1"	"2.34246721732819e-92"	"-0.00348349926342359"	"1.45484870787724e-101"	"1"	"7.27424353938621e-102"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D_Background"	0.0178832037037037	0.00260535620630639	2.74628657599458e-05	"-0.00238547407407408"	"1.12455065949594e-91"	"1"	"5.62275329747972e-92"	"-0.00234866193741173"	"1.39287195135025e-107"	"1"	"6.96435975675124e-108"	"Ancestral structure"
"0.4"	"0.2"	"0.6"	"0.4"	"P1P3_dxy"	"Alternate_t123-0.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D_Outlier"	0.0202686777777778	0.00327141299363903	0.000103451162269693	"-0.00238547407407408"	"1.12455065949594e-91"	"1"	"5.62275329747972e-92"	"-0.00234866193741173"	"1.39287195135025e-107"	"1"	"6.96435975675124e-108"	"Ancestral structure"
